Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number
La0.7Ca0.3Mn0.9Cu0.1O3,2,50 kOe,,3679,3352
Ni42Co8Mn32Al18,7.7,60 kOe,,3683,5180
BaLaMnFeO6 (BLMFO),,nan T,150,3686,383
CaLaMnFeO6 (CLMFO),,nan T,70,3686,415
SrLaMnFeO6 (SLMFO),,nan T,350,3686,6160
Ca0.85Sm0.15MnO3,0.61,10 kOe,115,3687,408
[CusGd2(L)2(HL)2(O2CMe)2(NO3)4(mu3-OR)6]8+,15.7,5.0 T,,3688,6513
La2/3Ca1/3Mn0.85Si0.15O3,5.48,2 T,,3690,3877
La2/3Ca1/3Mn0.8Si0.2O3,5.34,2 T,,3690,3879
La2/3Ca1/3Mn0.95Si0.05O3,4.88,2 T,,3690,3881
La2/3Ca1/3Mn0.9Si0.1O3,5.18,2 T,,3690,3883
Nd(Mn0.8Fe0.2)2Ge2,1.84,5 T,,3691,4784
Nd(Mn0.9Fe0.1)2Ge2,2.35,5 T,,3691,4785
Mn0.5Zn0.5Fe2O4,1.1,nan kOe,345,3692,4292
TbNi2B2C,11.1,7 T,,3695,6319
Co2-xZrSn polycrystal,0.57,50 kOe,280,3698,500
Co1-xNixIn2 (x = 0.540),1.475,3 T,,3701,494
Ni2-xCoxIn3 (x = 0.200),1.25,3 T,,3701,5056
HoB2,40.1,,,3702,2421
Ni50.95Mn25.45Ga23.6,-0.7,,315,3704,5440
Gd2CoMnO6 (GCMO),24,7 T,112,3709,1721
Gd2NiMnO6 (GNMO),35.5,7 T,130,3709,1749
Hf0.13Ta0.87Fe2,,nan T,325 - 245,3711,2257
Hf0.14Ta0.86Fe2,,nan T,325 - 245,3711,2258
Hf0.15Ta0.85Fe2,,nan T,325 - 245,3711,2259
Hf0.16Ta0.84Fe2,,nan T,325 - 245,3711,2260
La0.6-xYxCa0.4MnO3 (x = 0.03),5.45-6.3,30 kOe,,3713,2860
La0.6-xYxCa0.4MnO3 (x = 0.04),5.45-6.3,30 kOe,,3713,2861
La0.6-xYxCa0.4MnO3 (x = 0.05),5.45-6.3,30 kOe,,3713,2862
La0.6-xYxCa0.4MnO3 (x = 0.06),5.45-6.3,30 kOe,,3713,2863
La0.6-xYxCa0.4MnO3 (x = 0.07),5.45-6.3,30 kOe,,3713,2864
La0.6-xYxCa0.4MnO3 (x = 0.08),5.45-6.3,30 kOe,,3713,2865
La0.6-xYxCa0.4MnO3 (x = 0.09),5.45-6.3,30 kOe,,3713,2866
La0.67Sr0.33MnO3,2.49,5 T,,3714,3081
Nd0.67Sr0.33MnO3,0.93,5 T,,3714,4830
Pr0.67Sr0.33MnO3,1.94,5 T,,3714,5777
La2/3Ba1/3MnO3,2.7,10 kOe,,3715,3872
La2/3Ba1/3MnO3-delta,< 2.7,10 kOe,,3715,3875
Ni55Mn20Ga25,-0.68,,Room temperature,3716,5599
Tb0.6Dy0.4MnO3,1(J/mol K),5 T,,3718,6183
Tb0.7Dy0.3MnO3,1(J/mol K),5 T,,3718,6189
Tb0.8Dy0.2MnO3,1(J/mol K),5 T,,3718,6192
Tb0.9Dy0.1MnO3,1(J/mol K),5 T,,3718,6197
Ni42.9Mn37.1Sn20.0,2.3,3 T,349,3721,5177
La0.47Dy0.20Pb0.33MnO3,2.3,5 T,,3724,2730
La0.52Dy0.15Pb0.33MnO3,3.51,5 T,,3724,2746
La0.67Dy0.00Pb0.33MnO3,4.26,5 T,,3724,3039
La0.7Ba0.15Ag0.15MnO3,3.48,5 T,255,3729,3262
Gd3Ni/Gd65Ni35,9.64,5 T,120,3730,1796
SmNi2,1.82,,,3731,6092
Cr(NH3)(3)(O-2)(2),,nan T,8.80 or 8.46,3732,578
Cr(dien)(O-2)(2).H2O,,nan T,-2.71 or -2.86 or -2.88,3732,579
Mn2Ni1.6Sn0.4 (x=0.02),9.8,1.2 T,,3735,4468
Mn2Ni1.6Sn0.4 (x=0.04),10.1,1.2 T,,3735,4469
Mn2Ni1.6Sn0.4 (x=0.06),10.3,1.2 T,,3735,4470
Mn2Ni1.6Sn0.4 (x=0.08),6.1,1.2 T,,3735,4471
La1.5Ca0.5CoMnO6,2.2,7 T,157,3736,3851
La1.5Ca0.5CoMnO6,1.2,7 T,51,3736,3852
Gd60Co30Fe10 alloy,2.19,nan T,,3737,1983
Er2Rh3Ge,11,7 T,20,3738,938
Gd2Rh3Ge,12,7 T,64,3738,1763
La0.9Hf0.1MnO3 LHMO,4.27,5 T,240,3747,3764
(1/3)La0.7Ca0.3MnO3/(2/3)La0.8Sr0.2MnO3 (Nanocrystalline),8,nan T,,3748,19
La(0.77)Na(0.198)Mn(1.000)rectangle(0.029)O(2.94),3.86,nan kOe,364,3750,2601
Er45Cu45Al10,14.6,5 T,,3751,950
Ni50Cu6.25Mn16.75Ga25Gd2,1.1,,,3753,5444
CuIr2S4+0.0,0.54(J/mol K),,218.3,3754,645
CuIr2S4+0.1,0.90(J/mol K),,226.7,3754,646
Co(CrFe)O-4 + 10% Ho,-1.5,7 T,,3757,473
Co(CrFe)O-4 + 15% Ho,-1.2,7 T,,3757,474
Co(CrFe)O-4 + 20% Ho,-0.98,7 T,,3757,475
Co(CrFe)O-4 + 5% Ho,-1.39,7 T,,3757,476
Gadolinium,12.1,7 T,,3758,1494
Ni2MnGa microwires,-0.7,,315,3761,5100
Ni55Mn19Ga25Ti1,29.6,nan T,,3762,5596
MnPdGa,-3.54,5 T,315,3764,4749
Gd2Ni0.5Cu1.5Mg,9.5,5 T,,3766,1741
Gd2Ni1.0Cu1.0Mg,11.4,5 T,,3766,1742
Tb-5(Si0.5Ge0.5)(4),21.8,nan kOe,105,3767,6175
Tb5Ge4,3.7,nan kOe,,3767,6250
Tb5Si4,9.8,nan kOe,,3767,6256
m-Cr5Te8,1.1,4.5 T,186,3768,6577
La0.65Eu0.05Sr0.15MnO3,283,5.0 T,280,3769,2940
La0.65Eu0.05Sr0.2MnO3,,nan T,315,3769,2941
La0.65Eu0.05Sr0.3MnO3,,nan T,355,3769,2943
La0.85K0.15MnO3,3,1.0 T,309.7,3774,3581
La0.95K0.05MnO3,,nan T,260.4,3774,3745
La1-xKxMnO3 (0 < x < 0.15),,nan T,260.4 - 309.7,3774,3791
ErNi,-30,50 kOe,10,3776,1031
GdNi,-18,50 kOe,69,3776,2174
HoNi,-20,50 kOe,35,3776,2502
Ni50-xFe(x)Mn32Al18,3.35,30.0 kOe,,3777,5425
Gd24Zn6L24,30,7 T,,3780,1698
La-Fe-Si,5.47,,,3784,2698
La-Fe-Si-B (0.08),9.4,,,3784,2700
Tb0.6Ce0.4Co2,,,160,3785,6182
Tb0.8Ce0.2Co2,,,165,3785,6191
Tb0.9Ce0.1Co2,,,180,3785,6195
Ni50.51Mn32.32-Cu2.02In14.14B1.01,-5.98,5 T,350,3786,5437
Ni50.51Mn33.08-Cu1.26In14.14B1.01,22.6,5 T,394,3786,5438
GdFeTiO5,18.9,nan T,,3791,2153
GdMnTeO6,14.8,nan T,7,3791,2172
Ce2Fe17H2.1,4.9,5 T,,3795,445
(AMn(0.9)Ti(0.1)O(3))(0.505)/(AMn(0.85)Ti(0.15)O(3))(0.495),3.63,0-5 T,,3800,20
AMn(0.85)Ti(0.15)O(3),5.2-4.85,0-5 T,279-299,3800,284
AMn(0.9)Ti(0.1)O(3),5.2-4.85,0-5 T,279-299,3800,285
LaFe11.7Si1.3,29,5 T,188,3805,4088
La0.65Dy0.05Sr0.3Mn0.95Ti0.05O3,1.79,5 T,175,3806,2937
La0.65Dy0.05Sr0.3Mn0.9Ti0.1O3,1.49,5 T,114,3806,2938
Er4PtAl,21.5,nan kOe,12,3807,954
Ho4PtAl,14.5,nan kOe,19,3807,2386
Ni54.3Mn20.1Ga25.6,-7.3 to -6.9,20 kOe,340 and 331,3809,5570
Ni54.3Mn20.1Ga25.6,-10.9 to -9.4,20 kOe,,3809,5571
Rare earth-based BMGs,Better than pure Gd metal,,,3812,6006
Ni50Mn36Sn13Pd1,4.5,50 kOe,,3813,5520
La0.7Ca0.2Ba0.1MnO3,,nan T,250,3814,3312
La0.67Ca0.33Mn0.9Fe0.1O3,1.17,3 T,,3815,3027
La0.7Sr0.25Na0.05Mn0.95Al0.05O3,3.84,5 T,,3816,3448
La0.7Sr0.25Na0.05MnO3,4.92,5 T,,3816,3452
Tb0.6Y0.4CoC2,9.35,5.0 T,20,3817,6184
La0.9Te0.1MnO3,,nan T,239,3818,3785
Annealed wires,3,nan T,,3820,335
As-prepared wires,0.5,nan T,,3820,339
GdCo(0.65)Al(1.35),11,nan kOe,70,3822,2092
La0.6Sr0.4MnO3,2.47,nan T,361,3823,3183
Mn5.1Ge2.9,2.9,10 kOe,,3827,4557
[MnLi2(ip)(2)(H2O)(2)] (1),30.4,8 T,,3828,6557
Fe54Cr20Cu1Nb3Si15.5B6.5,,,129,3829,1270
Fe60Cr14Cu1Nb3Si15.5B6.5,,,267,3829,1278
Fe61Cr13Cu1Nb3Si15.5B6.5,,,295,3829,1283
Fe62Cr12Cu1Nb3Si15.5B6.5,,,316,3829,1284
Fe64Cr10Cu1Nb3Si15.5B6.5,,,374,3829,1290
Fe66Cr8Cu1Nb3Si15.5B6.5,,,422,3829,1300
Fe72Cr2Cu1Nb3Si15.5B6.5,,,495,3829,1325
La0.7Pr0.3Fe11.14Cr0.26Si1.6,17.5,5 T,,3831,3427
La0.7Pr0.3Fe11.34Cr0.06Si1.6,12,5 T,,3831,3428
La0.7Pr0.3Fe11.4Si1.6,17,5 T,,3831,3429
YCr0.85Mn0.15O3,0.186,5 T,,3833,6433
La-0.85(Na0.5K0.5)(0.15)MnO3,,5 T,Close to room temp.,3834,2692
La-0.85(Na0.9K0.1)(0.15)MnO3,,5 T,Close to room temp.,3834,2693
La-0.85K(0.15)MnO3,,5 T,Close to room temp.,3834,2694
Mn8-xCrxGa5 (x = 1.3),0.9,15 kOe,187,3835,4632
Mn8-xCrxGa5 (x = 1.7),0.8,15 kOe,187,3835,4633
La0.65Ca0.1K0.25MnO3,3.18,2.0 T,,3836,2901
La0.65Ca0.25K0.1MnO3,1.8,2.0 T,,3836,2905
La0.65Ca0.35MnO3,,nan T,248,3836,2923
TmCrO3,5-4?,,6-7 & 28,3843,6384
Fe0.12Cr0.88Si6B14,2.9,8 T,291,3845,1196
Fe0.14Cr0.86Si6B14,2.6,8 T,291,3845,1197
La0.7Ca0.3Mn1-0.01Fe0.01O3,8.6,nan T,,3848,3360
La0.7Ca0.3Mn1-0FeO3,7.7,3.0 T,263,3848,3363
Gd6Co2Si3,,nan T,~300,3852,2028
Gd6Ni2Si3,,nan T,~300,3852,2036
Ln(6)Co(2)Si(3) (Ln = La),,nan T,~300,3852,4206
Ln(6)Co(2)Si(3) (Ln = Pr),,nan T,~300,3852,4207
Gd56Co24Al20,9.1,,,3853,1892
Gd8Er48Co24Al20,12.6,,17.5,3853,2075
La0.35Pr0.35Ca0.3MnO3,,0.1 T,167 (cooling cycle) and 173 (warming cycle),3855,2707
Pr0.5Ce0.1Sr0.4MnO3,3.54,5 T,310,3857,5705
Pr0.5Eu0.1Sr0.4MnO3,3.81,5 T,270,3857,5710
Pr0.5Y0.1Sr0.4MnO3,2.99,5 T,230,3857,5756
Sm0.09Ca0.91MnO3,8.59,7 T,,3859,6032
Er4PdMg,20.6,7 T,21.5,3860,953
MnFePGe,26.1,5 T,,3864,4727
La0.5Ca0.4Li0.1MnO3,4.16,3.0 T,250,3865,2798
La0.67Ba0.33Mn0.95Ni0.05O3,2.15,5 T,308,3869,2991
La1.7Fe11.6Si1.4,18,2 T,350,3871,3857
Ni33Co17Mn50-yTiy,,nan T,300,3872,5106
Ni35Co15Mn50-yTiy,,nan T,75,3872,5121
Dy11Co4In9,4.66,nan T,37,3874,693
Gd11Co4In9,10.95,nan T,86,3874,1679
Ho11Co4In9,12.29,nan T,20,3874,2311
Co1-0.35Mn0.35 2B,2.37,5 T,,3875,491
Co1-0.3Mn0.3 2B,2.49,5 T,,3875,492
Co1-0.4Mn0.4 2B,2.02,5 T,,3875,493
Mn0.99Sb0.01CoGe,17,5 T,,3876,4354
(LaFe11.4Si1.6)((96-x)/14BxNb4),2.67,5 T,,3879,180
Ni43Mn36Fe10Sn11,2,30 kOe,,3880,5204
AlFe2B2,7.2,5 T,,3881,313
Y2CoMnO6,7.3,nan T,75,3883,6427
Y2CoMnO6,0.26,nan T,,3883,6428
Pr0.6Sr0.4MnO3(120nm),5.51,,309,3884,5829
Pr0.6Sr0.4MnO3(30nm),3.9,,242,3884,5830
Ni59.0Mn23.5In17.5,,30 kOe,246,3886,5602
La0.5Ca0.45Ag0.05MnO3,2.43,5 T,238,3888,2792
La0.5Ca0.45K0.05MnO3,1.85,5 T,240,3888,2793
La0.5Ca0.45Na0.05MnO3,1.02,5 T,270,3888,2796
ErFeAl,83,nan T,55,3889,1016
HoFeAl,9.9,nan T,80,3889,2479
La0.5Pr0.3Ba0.2Mn0.9Ti0.1O3 (x = 0.1),236.29,5 T,,3890,2820
Pr0.45Gd0.05Sr0.5MnO3,1.25,2 T,,3891,5673
Pr0.4Gd0.1Sr0.5MnO3,1.02,2 T,,3891,5679
Pr0.5Gd0.0Sr0.5MnO3,1.26,2 T,,3891,5712
LaFe11.44Si1.56 hydride,8.5,0-1.5 T,,3895,3969
Pr0.52Sr0.48MnO3 single crystal,3.8,,275,3898,5684
CdCr2S4 nanocrystals,0.86,5 T,76,3899,423
GdNiBC,24.9,7 T,15,3902,2205
Pr0.7Sr0.3MnO3 ceramic,-3.1,10 kOe,256-258,3904,5876
La(FexSi1-x)(13),-18,1 T,,3907,2663
La(FexSi1-x)(13),-22,1 T,,3907,2664
Sm0.55Sr0.45MnO3,8.48,60 kOe,,3908,6047
Zn0.6NFe3.4,2.21,nan kOe,140,3909,6474
LaFeCoSi,2.6 - 1.8,0-2 T,207 - 285,3910,4145
(Ho-0.85Gd0.15)3Pd2,12.8,5 T,3.2,3915,111
(Ho-0.85Y0.15)3Pd2,12.5,5 T,4.9,3915,112
Sm0.9Gd0.1Mn2Ge2,3.3,nan T,,3916,6063
SmMn1.9Gd0.1Ge2,2,nan T,,3916,6082
SmMn2Ge2,1.5,nan T,341,3916,6083
Er6Fe20Al3,0.58,14 kOe,380,3921,965
Er6Fe23,1.8,14 kOe,481,3921,966
DyCO3B2,17.5,9 T,22,3923,779
La0.6Pr0.5Fe11.4Si1.6 bulk,25.2,0-5 T,,3924,3161
La0.6Pr0.5Fe11.4Si1.6 melt-spun ribbons,21.9,0-5 T,,3924,3162
Nickel hexacyanochromate (thin film),7.43 (parallel)or 7.07 (perpendicular),Up to 5 T,66,3928,5632
FeZrB(Cu), 3.6-4.4,up to 8 T,,3929,1480
Ni50Mn36.5In13.5,24,5 T,,3930,5513
FePt/FeRh,185(mJ/Kcc) ,nan T,,3931,1467
La0.65Ca0.35Mn0.95Ni0.05O3,4.76,3.0 T,194,3932,2919
Gd55Co15Al24Si1Fe5,7.26,5.0 T,,3937,1868
Ni46Ag4Mn37Sn13,0.8,10 kOe,,3942,5324
Ni48Ag2Mn37Sn13,0.8,10 kOe,,3942,5369
Ni49Ag1Mn37Sn13,0.8,10 kOe,,3942,5407
La1.4Sr1.6Mn2O7,4.21,2.5 T,,3943,3849
Pr1.4Sr1.6Mn2O7,0.53,2.5 T,,3943,5902
Gd5Si2Ge2,6.5,2 T,,3946,1952
Gd80Al20 nanocapsules,18.71,1 - 7 T,,3948,2066
Gd90Al10 nanocapsules,31.01,1 - 7 T,,3948,2077
Dy5Ni2In4,4.7,7 T,105,3949,766
Er5Ni2In4,10.2,7 T,21,3949,959
Ho5Ni2In4,10.1,7 T,31,3949,2393
(Co-III)(2)(Gd-III)(5)(mu(2)-OH)(mu(3)-OH)(2)((BuPO3)-Bu-t)(2)((O2CBu)-Bu-t)(10)((HO2CBu)-Bu-t)(deaH)(2)].MeOH,29.19,7 T,,3951,32
[(Co-II)(2)(Co-III)(2)(Gd-III)(3)(mu(3)-OH)(2)((BuPO3)-Bu-t)(2)((O2CBu)-Bu-t)(9)(deaH)(2)(H2O)(2)],25.06,7 T,,3951,6494
[(Co-II)(2)(Gd-III)(2)((BuPO3)-Bu-t)(2)-((O2CBu)-Bu-t)(2)((HO2CBu)-Bu-t)(2)(NO3)(4)],28.14,7 T,,3951,6495
Gd50Co40Al10,3.8,,175(5),3952,1839
Gd62Co28Al10,4.8,,135(5),3952,1996
LaFe11.6Si1.4/16 wt%La70Co30,, N/A T, N/A,3953,4062
Sm0.7Sr0.3Mn0.95Fe0.05O3,,nan T,90,3956,6060
Pr0.8Na0.05K0.15MnO3,3.3,5 T,132,3963,5887
Pr0.8Na0.15K0.05MnO3,3.44,5 T,117,3963,5889
Pr0.8Na0.1K0.1MnO3,3.32,5 T,,3963,5890
Ni50Mn35In15-0,40,5 T,,3964,5503
Ni50Mn35In15-0.25,34,5 T,,3964,5504
Fe(88)Zr(8)B(4),3,50 kOe,285,3966,1178
Fe(91)Zr(7)B(2),3,50 kOe,230,3966,1179
La0.7Ba0.3MnO3,2.1,1.8 T,,3967,3284
La0.7Cd0.3MnO3,2.3,1.8 T,,3967,3401
Nd0.7Sr0.3MnO3,5.1,1.8 T,,3967,4840
Bulk sample,7.5,5.0 T,,3969,400
Bulk sample,7.7,5.0 T,,3969,401
Melt-spun ribbon,4.5,nan T,,3969,4241
GdFe2_xCr_x (x = 0.1),0.9,1.56 T,,3971,2138
GdFe2_xCr_x (x = 0.15),1.3,1.56 T,,3971,2139
GdFe2_xCr_x (x = 0.2),1.8,1.56 T,,3971,2140
GdFe2_xCu_x (x = 0),0.79,nan T,,3971,2141
GdFe2_xCu_x (x = 0.1),1.2,nan T,,3971,2142
GdFe2_xCu_x (x = 0.15),1.4,nan T,,3971,2143
GdFe2_xCu_x (x = 0.2),2.5,nan T,,3971,2144
Pr0.6Sr0.4MnO3,2.3,2.5 T,320,3981,5824
La0.5-Bi0.3Sr0.08(Ca0.55Ba0.45)0.12MnO3,1.62,2.0 T,140,3984,2743
La0.7-Bi0.1Sr0.08(Ca0.55Ba0.45)0.12MnO3,1.96,2.0 T,230,3984,3185
La0.8-Bi0.0Sr0.08(Ca0.55Ba0.45)0.12MnO3,1.12,2.0 T,315,3984,3547
La1.95Ca0.05CoMnO6,0.91,5 T,201,3986,3862
La1.95Ca0.05NiMnO6,1.18,5 T,275,3986,3863
Dy5Ir2Bi,,5 T,35.6,3990,763
Dy5Ir2Pb,,5 T,45.1,3990,764
Gd5Ir2Bi,-9,5 T,,3990,1914
Gd5Ir2Pb,-6.5,5 T,159.3,3990,1915
Gd5Ir2Sb,-8.7,5 T,"124.4, 118.5",3990,1916
Gd5Ir2Sn,-7.3,5 T,154.3,3990,1917
Ho5Ir2Pb,,5 T,23.5,3990,2392
Tb5Ir2Bi,,5 T,68.6,3990,6251
Tb5Ir2Pb,,5 T,98.2,3990,6252
Tb5Ir2Sb,,5 T,65.5,3990,6253
Tb5Ir2Sn,,5 T,99.2,3990,6254
Gd70Y30-0Fe0,8.8,5 T,277,3992,2045
Gd70Y30-10Fe10,8.1,5 T,283,3992,2046
Gd70Y30-20Fe20,5.7,5 T,291,3992,2047
Ni44Cu2Mn43In11,20.8,70 kOe,,3994,5254
Ni33Co17Mn30Ti20,2.3,nan T,,3995,5105
CexCe2-x'Fe-17,,nan T,270 +/- 20,3996,470
DyxDy2-x'Fe-17,,nan T,270 +/- 20,3996,886
GdxGd2-x'Fe-17,,nan T,270 +/- 20,3996,2244
PrxPr2-x'Fe-17,,nan T,270 +/- 20,3996,5995
HoErGdCuNi amorphous,15.8,0-7 T,,3999,2473
Pr0.2Nd0.8Co4Al,Positive: 0.9 and Negative: 0.2,10 kOe,,4001,5669
Pr0.4Nd0.6Co4Al,Positive: 0.6 and Negative: 0.5,10 kOe,,4001,5680
Pr0.6Nd0.4Co4Al,Positive: 0.5 and Negative: 0.8,10 kOe,,4001,5805
Pr0.8Nd0.2Co4Al,Positive: 0.3 and Negative: 1.1,10 kOe,,4001,5892
Pr1-Nd0Co4Al,Positive: 0.1 and Negative: 1.3,10 kOe,,4001,5897
La0.65Sr0.20Na0.15MnO3,0.91,nan T,345,4002,2956
La0.65Sr0.25Na0.10MnO3,0.93,nan T,335,4002,2957
La0.65Sr0.30Na0.05MnO3,1.12,nan T,332,4002,2958
La0.65Sr0.35Na0MnO3,1.1,nan T,330,4002,2961
Gd-based composite,9.98,5 T,,4003,1594
Ce(Fe0.8Co0.2)2,,nan T,160,4004,426
CeFe2,,nan T,227,4004,459
(Fe70Ni30)(96)Mo-4 thin film,,,Near room temperature,4007,62
Ni50-xMn37+xIn13 (x=3),23.5,2.0 T,,4008,5426
Tb3Co,-18,5 T,,4009,6231
Gd3+(1),32.8,7.0 T,,4011,1770
Gd-50(Co69.25Fe4.25Si13B13.5)(50),6.56,5 T,170,4012,1576
Gd53Al24Co20Zr3 microwire,9.5,nan T,,4013,1855
Fe65Ni35,0.495,,100,4015,1298
[Gd4(L)4(CH3O)4],28.5,2.0 T,,4016,6549
La(1.7)Fe(11.6)Al(1.3)Si(0.1),4.58,0-2 T,,4018,2604
AlFe2B2,4.1,2 T,307,4021,314
AlFe2B2,77,5 T,307,4021,315
Gd55Co20Al25,11.2,7 T,,4024,1874
Gd55Ni25Al20,10.8,7 T,,4024,1890
Mn-Nb-Co-Cre alloy (phase 1),3.3,nan T,275 or 325,4025,4269
Mn-Nb-Co-Cre alloy (phase 2),2.13,nan T,275 or 325,4025,4270
DySb,-20.6,7 T,,4027,869
La0.8-xSr0.2-yMn1+x+yO3 (Sr-subst),3.27,2 T,,4028,3554
Dy3CoNi,12.8 - 18.5,5 T,40,4029,753
Ho3CoNi,12.8 - 18.5,5 T,6,4029,2374
Tb3CoNi,12.8 - 18.5,5 T,96,4029,6236
SrFe0.8Co0.2O3 single,4,5 T,270,4030,6156
Nd1-xDyxCo4Al (x= 0-0.1),,nan kOe,Around room temperature,4031,4849
Mn0.94Fe0.06NiGe,4.3 - 9.0,nan T,,4032,4319
(Mn0.83Fe0.17)3.25Ge,11.6,7 T,,4033,199
TmCuAl,17.2,2 T,,4039,6385
TmNi0.7Cu0.3Al,10.7,2 T,,4039,6399
TmNiAl,5.5,2 T,,4039,6400
Nd0.4La0.3Sr0.3MnO3,3.55,,,4041,4797
Nd0.7Sr0.3MnO3,4.78,,,4041,4841
Ni54.8Mn20.3Ga24.9,-7,1.2 T,351,4042,5575
Dy2CoAl3,9.4,0-7 T,33,4043,707
Gd2CoAl3,16.2,0-7 T,70,4043,1715
Ho2CoAl3,16.5,0-7 T,20,4043,2326
Tb2CoAl3,10.6,0-7 T,47,4043,6214
Pr0.8Sr0.2MnO3,2.14,2.0 T,,4044,5893
Ni45Co5Mn35In14.2Gd0.8,17.78,5 T,,4045,5275
Ba2Fe1-xCrxMoO6 (x=0),2.08,1 T,,4049,370
Ba2Fe1-xCrxMoO6 (x=1),0.55,1 T,,4049,371
Ni0.5Mn0.36Sn0.14,1.39,50.0 kOe,,4052,5034
La0.67Ba0.23Ca0.10Mn0.90Cr0.10O3,578,5 T,,4053,2983
Ni85Cr15,0.08,,,4059,5612
Ni90Cr10,0.08,,,4059,5613
Ni95Cr5,0.08,,,4059,5614
Ln4(LH2)2(η1-Piv)2(η2-Piv)2(μ3-O-2)2(H2O)2.2MeOH with Ln=Gd-III,33.6,13 T,,4062,4211
TmGa,12.9 and 20.6,1 and 2 T,12 and 15,4063,6396
La0.6Ca0.2Ba0.2MnO3(PSP),4.7,5 T,,4065,3109
La0.6Ca0.2Ba0.2MnO3(SSR),2.4,5 T,,4065,3110
Ni50Mn36Sn14-0In0,8.4,50 kOe,,4070,5524
Ni50Mn36Sn14-0In0 (aust),-2.9,50 kOe,,4070,5525
Ni50Mn36Sn14-1In1,9.8,50 kOe,,4070,5526
Ni50Mn36Sn14-1In1 (aust),-1.8,50 kOe,,4070,5527
Ni50Mn36Sn14-2In2,10.1,50 kOe,,4070,5528
Ni50Mn36Sn14-2In2 (aust),-4.1,50 kOe,,4070,5529
Ni50Mn36Sn14-3In3,19.2,50 kOe,,4070,5530
Ni50Mn36Sn14-3In3 (aust),-3.9,50 kOe,,4070,5531
HoNi,22.8,5.0 T,35,4071,2503
HoNi,18.8,5.0 T,13,4071,2504
LaFe(13.1)Co(0.7)Si(1.4),-4.70 to -5.42,2 to 3 T,330,4072,3913
(Gd0.6Co0.2Fe0.2)(95)B2Si3,2.25,nan T,,4073,71
La0.65Ca0.2K0.15MnO3,4.6,5 T,,4075,2907
Gd4Sb2.75Ge0.25,3.5,7 T,,4076,1832
Gd4Sb2.75Sn0.25,4.25,7 T,,4076,1833
Gd4Sb3,4.25,7 T,,4076,1834
AlFe1.9Ti0.1B2,4.2,7 T,,4079,306
AlFe1.9V0.1B2,4,7 T,,4079,307
AlFe2B1.9C0.1,3.9,7 T,,4079,308
La0.72Ca0.28MnO3,5.5,2 T,,4080,3204
DyNi4Si,-15.6,140.0 kOe,,4084,856
DyNi4Si,-9.3,50.0 kOe,,4084,857
GdNi4Si,-22.9,140.0 kOe,,4084,2195
TbNi4Si,-13.5,140.0 kOe,,4084,6324
TbNi4Si,-12.7,50.0 kOe,,4084,6325
beta-Co(OH)(2),17,5 T,,4086,6572
Ni45Mn36.5In13.5Co5,13.5,30 kOe,,4088,5296
Ni45Mn36.5In13.5Co5,15.3,30 kOe,,4088,5297
ErNi single crystal,-36.1,nan kOe,11,4089,1033
ErNi single crystal,9.3,13.0 kOe,11,4089,1034
La0.7Sr0.3MnO3,1,,368.7,4090,3512
La0.7Sr0.3V0.05Mn0.95O3,1.41,,342.2,4090,3531
CeFe1.95In0.05,3.13,0-50 kOe,,4092,457
Ho1-xGdxB2 (x=0.2),20.2,,30,4093,2305
Ho1-xGdxB2 (x=0.4),28.3,,27,4093,2306
TmFeO3,13.72,6 T,,4096,6393
Ni-Mn-Ga film,-1.4,0.5 T,,4097,5003
[Ni(C4H3O4)(2)(H2O)(4)],8.5,5 T,,4098,6560
[Ni(C4H3O4)(2)(H2O)(4)],11.2,7 T,,4098,6561
Fe88Dy2Zr10,0.93,12 kOe,,4099,1421
Fe89Dy1Zr10,0.84,12 kOe,273,4099,1427
Pr2CoMnO6 (nano-cryst.),,nan T,160,4105,5913
Pr0.4Er0.2Sr0.4MnO3,2.4,2 T,,4106,5677
ErFe9.0Mn3.0,1.92,5 T,,4107,1015
Fe0.8Mn1.5As,6.2,5 T,285,4110,1216
Co0.53Fe0.47MnP,1.5,1 T,,4111,489
Cr70Fe30 thin film,,1-70 kOe,130,4112,594
Cr75Fe25 thin film,,1-70 kOe,180,4112,595
Fe64Er7Nb6B23,1.16,1.5 T,340,4113,1291
Fe66Er5Nb6B23,1.41,1.5 T,400,4113,1301
Fe68Er3Nb6B23,1.06,1.5 T,490,4113,1315
Fe70Er1Nb6B23,0.83,1.5 T,545,4113,1318
Fe71-Er0Nb6B23,0.74,1.5 T,550,4113,1324
Mn46V2Ni42Sn10,24.3,0-5 T,,4115,4537
Mn47V1Ni42Sn10,18.8,0-5 T,,4115,4542
Mn48V0Ni42Sn10,15.2,0-5 T,,4115,4545
La0.6Ca0.15 square 0.05Ba0.2MnO3 (LC),2.69,5 T,202,4117,3106
La0.6Ca0.2Ba0.15 square(0.05) MnO3 (LB),2.84,5 T,295,4117,3107
La0.6Ca0.2Ba0.2MnO3 (LCBMO),2.4,5 T,302,4117,3108
Tm20Ho20Gd20Co20Cu20,4,nan T,,4118,6356
Tm20Ho20Gd20Co20Ni20,4,nan T,,4118,6357
Ni2.20Mn0.80Ga,-29,,,4120,5072
CoFe2-0.2Mo0.2O4,0.56,5 T,,4121,549
DyNiGa,10,5 T,,4123,860
